title,qualifies_wg,disqualification_reason,wg_needs_to_read,relevant_references,notes,author,publication,doi,year,search_venue,institution_lead_author,country_of_study,spatial_scale,time_range,bio_recs_data_analyzed,methods_development,methods_analysis,individual_sp_analysis,community_analysis,compiled_individual_sp_analysis,alien_sp_focus,distribution_change_based_on_specimen_reexamination,testing_spat_bias_correction,(testing other data quality correction),sp_richness,diversity,distribution,phenology,testing_macro_theory,order,taxon,entire_taxon_group,subset_justified,spatial_bias_addressed,spat_bias_correction_method,observer_variability_addressed,data_source,data_tp_what_where_when,data_tp_detection_non_detection,data_tp_known_effort,data_tp_semi_structured,data_tp_museum,data_tp_photo,data_tp_audio,data_tp_video,results_tp_hypothesis_testing,results_tp_prediction,results_tp_descriptive,(prediction performance meausure),(analysis method),multiple_datasets_integrated_for_analysis,(predictor variables),(summary stats),sample_size,voucher_necessary_for_analysis,volume,issue
Modelling the Likelihood of Urban Residential Fires Considering Fire History and the Built Environment: A Markov Chain Approach,FALSE,not biology,NA,NA,NA,"Ardianto, Rifan; Chhetri, Prem; Dunstall, Simon",21ST INTERNATIONAL CONGRESS ON MODELLING AND SIMULATION (MODSIM2015),NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A stratification prediction diagram from characteristics of geometry, tides and runoff for estuaries with a prominent channel",FALSE,not biology,NA,NA,NA,"Vijith, V.; Shetye, S. R.",ESTUARINE COASTAL AND SHELF SCIENCE,10.1016/j.ecss.2011.12.006,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,NA
Managing virtual machines with Vac and Vcycle,FALSE,computing,NA,NA,NA,"McNab, A.; Love, P.; MacMahon, E.",Journal of Physics Conference Series,10.1088/1742-6596/664/2/022031,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,664,NA
Pteridosperms are the backbone of seed-plant phylogeny,FALSE,taxonomy,NA,NA,NA,"Hilton, Jason; Bateman, Richard M.",JOURNAL OF THE TORREY BOTANICAL SOCIETY,10.3159/1095-5674(2006)133[119:PATBOS]2.0.CO;2,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,1
A stable lead isotopic investigation of the use of sycamore tree rings as a historical biomonitor of environmental lead contamination,FALSE,museum specimens used for chemistry,NA,NA,NA,"Patrick, GJ; Farmer, JG",SCIENCE OF THE TOTAL ENVIRONMENT,10.1016/j.scitotenv.2005.12.004,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,362,1-3
Seabirds as monitors of the marine environment,FALSE,museum specimens used for chemistry,NA,NA,NA,"Furness, RW; Camphuysen, CJ",ICES JOURNAL OF MARINE SCIENCE,10.1006/jmsc.1997.0243,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,4
User-configurable OCR enhancement for online natural history archives,FALSE,data rescue.  text recognition of museum cards.,NA,NA,NA,"Downton, Andy; He, Jingyu; Lucas, Simon",INTERNATIONAL JOURNAL ON DOCUMENT ANALYSIS AND RECOGNITION,10.1007/s10032-006-0022-0,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2-4
Structural atlas-based spatial registration for functional near-infrared spectroscopy enabling inter-study data integration,FALSE,medicine,NA,NA,NA,"Okamoto, Masako; Tsuzuki, Daisuke; Clowney, Lester; Dan, Haruka; Singh, Archana K.; Dan, Ippeita",CLINICAL NEUROPHYSIOLOGY,10.1016/j.clinph.2009.01.023,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,7
"Schistostephium crataegifolium (Compositae: Anthemideae), a new generic record for Angola",FALSE,wrong geographic area,NA,NA,NA,"Goncalves, Francisco M. P.; Tchamba, Jose J.; Goyder, David J.",BOTHALIA,10.4102/abc.v46i1.2029,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,1
"Skin lesions on yellowfin tuna Thunnus albacares from Gulf of Mexico outer continental shelf: Morphological, molecular, and histological diagnosis of infection by a capsalid monogenoid",FALSE,wrong geographic area,NA,NA,NA,"Bullard, Stephen A.; Womble, Matthew R.; Maynard, Margaret K.; Orelis-Ribeiro, Raphael; Arias, Cova R.",PARASITOLOGY INTERNATIONAL,10.1016/j.parint.2015.08.005,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,6
Individuals with high bone mass have an increased prevalence of radiographic knee osteoarthritis,FALSE,medicine,NA,NA,NA,"Hardcastle, S. A.; Dieppe, P.; Gregson, C. L.; Arden, N. K.; Spector, T. D.; Hart, D. J.; Edwards, M. H.; Dennison, E. M.; Cooper, C.; Sayers, A.; Williams, M.; Smith, G. Davey; Tobias, J. H.",BONE,10.1016/j.bone.2014.10.015,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,NA
Use of remote sensing to produce a habitat map of Norfolk,FALSE,not bio recs data.  volunteers used standardised protocols at study-specific points to evaluate habitat type but not produce records of individual species.,NA,NA,NA,"Bell, Gemma; Neal, Samuel; Medcalf, Katie",ECOLOGICAL INFORMATICS,10.1016/j.ecoinf.2015.06.003,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA
Keratometry obtained by corneal mapping versus the IOLMaster in the prediction of postoperative refraction in routine cataract surgery,FALSE,medicine,NA,NA,NA,"Dulku, Simon; Smith, Henry B.; Antcliff, Richard J.",CLINICAL AND EXPERIMENTAL OPHTHALMOLOGY,10.1111/j.1442-9071.2012.02816.x,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,1
Application of an automated parcellation method to the analysis of pediatric brain volumes,FALSE,medicine,NA,NA,NA,"Kaplan, DM; Liu, AMC; Abrams, MT; Warsofsky, IS; Kates, WR; White, CD; Kaufmann, WE; Reiss, AL",PSYCHIATRY RESEARCH-NEUROIMAGING,10.1016/S0925-4927(97)00055-3,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,1
"Cellular signaling, AGE accumulation and gene expression in hepatocytes of lean aging rats fed ad libitum or food-restricted",FALSE,medicine,NA,NA,NA,"Teillet, L; Ribiere, P; Gouraud, S; Bakala, H; Corman, B",MECHANISMS OF AGEING AND DEVELOPMENT,10.1016/S0047-6374(01)00400-6,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,4
"THE POSTCRANIUM OF COCHLEOSAURUS BOHEMICUS FRIC, A PRIMITIVE UPPER CARBONIFEROUS TEMNOSPONDYL FROM THE CZECH REPUBLIC",FALSE,fossil only,NA,NA,NA,"Sequeira, Sandra E. K.",Special Papers in Palaeontology Series,10.1111/j.1475-4983.2009.00866.x,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81
Widespread white matter tract aberrations in youth with familial risk for bipolar disorder,FALSE,medicine,NA,NA,NA,"Roybal, Donna J.; Barnea-Goraly, Naama; Kelley, Ryan; Bararpour, Layla; Howe, Meghan E.; Reiss, Allan L.; Chang, Kiki D.",PSYCHIATRY RESEARCH-NEUROIMAGING,10.1016/j.pscychresns.2015.02.007,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,232,2
The success of a management information system in health care - A case study from Finland,FALSE,medicine,NA,NA,NA,"Kivinen, Tuula; Lammintakanen, Johanna",INTERNATIONAL JOURNAL OF MEDICAL INFORMATICS,10.1016/j.ijmedinf.2012.05.007,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,2
"NUCLEAR STAINING IN ALGAL HERBARIUM MATERIAL - A REAPPRAISAL OF THE HOLOTYPE OF CALLITHAMNION-DECOMPOSITUM AGARDH,J. (RHODOPHYTA)",FALSE,taxonomy,NA,NA,NA,"MAGGS, CA; LHARDYHALOS, MT",TAXON,10.2307/1222531,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,3
A double-dissociation of English past-tense production revealed by event-related potentials and low-resolution electromagnetic tomography (LORETA),FALSE,medicine,NA,NA,NA,"Lavric, A; Pizzagalli, D; Forstmeier, S; Rippon, G",CLINICAL NEUROPHYSIOLOGY,10.1016/S1388-2457(01)00615-0,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,10
Effect of maternal methionine pre-treatment on alcohol-induced exencephaly and axial skeletal dysmorphogenesis in mouse fetuses,FALSE,medicine,NA,NA,NA,"Padmanabhan, R; Ibrahim, A; Bener, A",DRUG AND ALCOHOL DEPENDENCE,10.1016/S0376-8716(01)00173-9,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,3
Progressive bias in species status is symptomatic of fine-grained mapping units subject to repeated sampling,FALSE,not bio recs data.  All plots surveyed by author for study,TRUE,NA,doesn’t qualify but is relevant to bio recs analysis as it suggests differences in sp richness based on breeding and vagrant species and habitat type.,"Dennis, RLH",BIODIVERSITY AND CONSERVATION,10.1023/A:1016602309983,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,4
Analysis of the cell-free amniotic fluid transcriptome expressed during the euploid mid-trimester of pregnancy,FALSE,medicine,NA,NA,NA,"Jung, Yong Wook; Shim, Sung Shin; Park, Ji Eun; Sung, Se Ra; Shim, Sung Han; Park, Hea Ree; Cha, Dong Hyun",EUROPEAN JOURNAL OF OBSTETRICS & GYNECOLOGY AND REPRODUCTIVE BIOLOGY,10.1016/j.ejogrb.2016.05.040,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203,NA
Stable and convenient spatial registration of stand-alone NIRS data through anchor-based probabilistic registration,FALSE,medicine,NA,NA,NA,"Tsuzuki, Daisuke; Cai, Dong-sheng; Dan, Haruka; Kyutoku, Yasushi; Fujita, Akifumi; Watanabe, Eiju; Dan, Ippeita",NEUROSCIENCE RESEARCH,10.1016/j.neures.2011.10.008,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,2
"Peracarid crustaceans from Cape d'Aguilar and Hong Kong, III. Tanaidacea : Tanaidomorpha",FALSE,wrong geographic area,NA,NA,NA,"Bamber, RN; Bird, GJ",MARINE FLORA AND FAUNA OF HONG KONG AND SOUTHERN CHINA IV,NA,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
The European Bioinformatics Institute in 2017: data coordination and integration,FALSE,genetics,NA,NA,NA,"Cook, Charles E.; Bergman, Mary T.; Cochrane, Guy; Apweiler, Rolf; Birney, Ewan",NUCLEIC ACIDS RESEARCH,10.1093/nar/gkx1154,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,D1
Rapid invasion by an aggressive pathogenic fungus (Hymenoscyphus pseudoalbidus) replaces a native decomposer (Hymenoscyphus albidus): a case of local cryptic extinction?,FALSE,wrong geograhpic area,NA,NA,possibly eligible if europe is included in review.,"Mckinney, L. V.; Thomsen, I. M.; Kjaer, E. D.; Bengtsson, S. B. K.; Nielsen, L. R.",FUNGAL ECOLOGY,10.1016/j.funeco.2012.05.004,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6
A 250-year index of first flowering dates and its response to temperature changes,TRUE,NA,NA,NA,borderline eligible.  Phenology network data.,"Amano, Tatsuya; Smithers, Richard J.; Sparks, Tim H.; Sutherland, William J.",PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,10.1098/rspb.2010.0291,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,277,1693
Worldwide ammonite correlation at the Pliensbachian Stage and Substage Boundaries (Lower Jurassic),FALSE,fossil only,NA,NA,NA,"Meister, Christian",STRATIGRAPHY,NA,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1
"Coastal wetlands of Victoria, south-eastern Australia: providing the inventory and condition information needed for their effective management and conservation",FALSE,wrong geographic area,NA,NA,NA,"Boon, Paul I.; Allen, Tim; Carr, Geoff; Frood, Doug; Harty, Chris; Mcmahon, Andrew; Mathews, Steve; Rosengren, Neville; Sinclair, Steve; White, Matt; Yugovic, Jeff",AQUATIC CONSERVATION-MARINE AND FRESHWATER ECOSYSTEMS,10.1002/aqc.2442,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,4
A SEARCH FOR GALAXIES BEHIND THE MILKY-WAY BETWEEN L = 230-DEGREES AND 250-DEGREES,FALSE,astronomy,NA,NA,NA,"SAITO, M; OHTANI, H; BABA, A; HOTTA, H; KAMENO, S; KUROSU, S; NAKADA, K; TAKATA, T",PUBLICATIONS OF THE ASTRONOMICAL SOCIETY OF JAPAN,NA,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,3
Evaluation of a segmentation procedure to delineate organs for use in construction of a radiation therapy planning atlas,FALSE,medicine,NA,NA,NA,"Qatarneh, SM; Noz, ME; Hyodynmaa, S; Maguire, GQ; Kramer, EL; Crafoord, J",INTERNATIONAL JOURNAL OF MEDICAL INFORMATICS,10.1016/S1386-5056(02)00079-5,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,1
PANGEA IN PERMIAN TO JURASSIC TIME,FALSE,geology,NA,NA,NA,"SMITH, AG; LIVERMORE, RA",TECTONOPHYSICS,10.1016/0040-1951(91)90417-Q,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,1-3
"Ordovician and Silurian hyoliths and gastropods reassigned from the Hyolitha from the Girvan district, Scotland",FALSE,fossil only,NA,NA,NA,"Malinky, JM",JOURNAL OF PALEONTOLOGY,10.1666/0022-3360(2003)077<0625:OASHAG>2.0.CO;2,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,4
Techniques for siding manual phalanges,FALSE,foresnics,NA,NA,NA,"Christensen, Angi M.",FORENSIC SCIENCE INTERNATIONAL,10.1016/j.forsciint.2009.09.012,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193,1-3
The range margins of northern birds shift polewards,FALSE,wrong geographic area.  Finland.,NA,NA,would be eligible if europe is included.,"Brommer, JE",ANNALES ZOOLOGICI FENNICI,NA,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,2
How is shared decision-making defined among African-Americans with diabetes?,FALSE,medicine,NA,NA,NA,"Peek, Monica E.; Quinn, Michael T.; Gorawara-Bhat, Rita; Odoms-Young, Angela; Wilson, Shannon C.; Chin, Marshall H.",PATIENT EDUCATION AND COUNSELING,10.1016/j.pec.2008.05.018,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,3
An automated method for the extraction of regional data from PET images,FALSE,medicine,NA,NA,NA,"Rusjan, Pablo; Mamo, David; Ginovart, Nathalie; Hussey, Douglas; Vitcu, Irina; Yasuno, Fumihiko; Tetsuya, Suhara; Houle, Sylvain; Kapur, Shitij",PSYCHIATRY RESEARCH-NEUROIMAGING,10.1016/j.pscychresns.2006.01.011,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147,1
Differential expression of small heat shock protein 27 in the rat hippocampus and septum after fimbria-fornix lesion,FALSE,medicine,NA,NA,NA,"Anguelova, E; Smirnova, T",NEUROSCIENCE LETTERS,10.1016/S0304-3940(00)00762-X,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,280,2
"The Continuous Plankton Recorder: concepts and history, from plankton indicator to undulating recorders",FALSE,review,TRUE,NA,very cool looking,"Reid, PC; Colebrook, JM; Matthews, JBL; Aiken, J",PROGRESS IN OCEANOGRAPHY,10.1016/j.pocean.2003.08.002,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,2-4
Advances in understanding mineral dust and boundary layer processes over the Sahara from Fennec aircraft observations,FALSE,not biology,NA,NA,NA,"Ryder, C. L.; McQuaid, J. B.; Flamant, C.; Rosenberg, P. D.; Washington, R.; Brindley, H. E.; Highwood, E. J.; Marsham, J. H.; Parker, D. J.; Todd, M. C.; Banks, J. R.; Brooke, J. K.; Engelstaedter, S.; Estelles, V.; Formenti, P.; Garcia-Carreras, L.; Kocha, C.; Marenco, F.; Sodemann, H.; Allen, C. J. T.; Bourdon, A.; Bart, M.; Cavazos-Guerra, C.; Chevaillier, S.; Crosier, J.; Darbyshire, E.; Dean, A. R.; Dorsey, J. R.; Kent, J.; O'Sullivan, D.; Schepanski, K.; Szpek, K.; Trembath, J.; Woolley, A.",ATMOSPHERIC CHEMISTRY AND PHYSICS,10.5194/acp-15-8479-2015,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,14
RNA sequencing reveals high resolution expression change of major plant hormone pathway genes after young seedless grape berries treated with gibberellin,FALSE,not bio recs data,NA,NA,NA,"Chai, Lijuan; Li, Yanmei; Chen, Shangwu; Perl, Avihai; Zhao, Fengxia; Ma, Huiqin",PLANT SCIENCE,10.1016/j.plantsci.2014.09.010,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,229,NA
Face-elicited ERPs and affective attitude: brain electric microstate and tomography analyses,FALSE,medicine,NA,NA,NA,"Pizzagalli, D; Lehmann, D; Koenig, T; Regard, M; Pascual-Marqui, RD",CLINICAL NEUROPHYSIOLOGY,10.1016/S1388-2457(99)00252-7,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111,3
Upper ocean heat content in the Nordic seas,FALSE,not biology,NA,NA,NA,"Di Iorio, Daniela; Sloan, Caitlin",JOURNAL OF GEOPHYSICAL RESEARCH-OCEANS,10.1029/2007JC004674,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,NA
"Inter-rater reliability of manual segmentation of the superior, inferior and middle frontal gyri",FALSE,medicine,NA,NA,NA,"John, John P.; Wang, Lei; Moffitt, Amanda J.; Singh, Harmeeta K.; Gado, Mokhtar H.; Csernansky, John G.",PSYCHIATRY RESEARCH-NEUROIMAGING,10.1016/j.pscychresns.2006.05.006,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148,2-3
